hash,date,year_month,files,insertions,deletions,churn,entropy,num_authors,msg_len
0ec9192,2023-04-25,2023-04,2,3,1,4,2.3219,1,31
0867dce,2023-04-25,2023-04,0,3,1,0,0.0,1,87
721abdc,2023-04-25,2023-04,2,2,2,4,2.3219,1,21
f07fb2b,2023-04-25,2023-04,0,2,2,0,0.0,1,74
0bc7356,2023-05-01,2023-05,2,7,1,8,2.5717,1,19
9532cba,2023-05-01,2023-05,1,1,1,2,0.0,1,16
8705dd3,2023-05-01,2023-05,2,29,4,33,4.5022,1,50
70f906c,2023-05-01,2023-05,0,29,4,0,0.0,1,95
37badc3,2023-05-01,2023-05,1,3,0,3,0.0,1,16
e1aedec,2023-05-01,2023-05,3,10,20,30,4.4865,1,15
adedb2a,2023-05-01,2023-05,0,10,20,0,0.0,1,81
c990bba,2023-05-01,2023-05,2,3,3,6,2.578,1,19
f3b8f57,2023-05-01,2023-05,2,2,2,4,2.3219,1,21
4cf8b78,2023-05-01,2023-05,0,5,5,0,0.0,1,74
0afeb1d,2023-05-01,2023-05,1,1,1,2,0.0,1,16
b7b753b,2023-05-01,2023-05,2,2,2,4,2.3219,1,554
ec8ca69,2023-05-01,2023-05,1,2,2,4,0.0,1,596
1e160c1,2023-05-01,2023-05,0,2,2,0,0.0,1,137
dcd25d8,2023-05-01,2023-05,2,2,2,4,2.3219,1,604
723091b,2023-05-01,2023-05,0,2,2,0,0.0,1,129
7b31099,2023-05-01,2023-05,0,2,2,0,0.0,1,151
726d3f4,2023-05-02,2023-05,2,7,1,8,2.5717,1,19
3fbfbad,2023-05-02,2023-05,2,16,3,19,2.0981,1,28
a6367da,2023-05-02,2023-05,0,16,3,0,0.0,1,83
8646edc,2023-05-01,2023-05,3,30,4,34,5.3876,1,50
ca12e8e,2023-05-02,2023-05,4,15,13,28,7.6485,1,19
afd63b1,2023-05-02,2023-05,0,30,4,0,0.0,1,126
47af817,2023-05-02,2023-05,2,2,2,4,2.3219,1,21
bda08b1,2023-05-02,2023-05,0,2,2,0,0.0,1,74
97c8301,2023-05-02,2023-05,0,9,0,0,0.0,1,31
e374853,2023-05-02,2023-05,0,24,13,0,0.0,1,20
1d7281f,2023-05-02,2023-05,3,1,56,57,6.4403,1,74
0a00e1b,2023-05-02,2023-05,4,59,64,123,10.1036,1,30
859d639,2023-05-02,2023-05,0,59,119,0,0.0,1,64
57e926c,2023-05-02,2023-05,0,59,119,0,0.0,1,20
4911012,2023-05-09,2023-05,2,3,8,11,3.5636,1,66
d0bf462,2023-05-09,2023-05,0,3,8,0,0.0,1,20
2abb751,2023-05-14,2023-05,1,5,3,8,0.0,1,142
b80baaf,2023-05-14,2023-05,0,5,3,0,0.0,1,98
55332be,2023-05-18,2023-05,1,2,2,4,0.0,1,33
0f477df,2023-05-24,2023-05,1,2,2,4,0.0,1,246
ae07dea,2023-05-31,2023-05,0,2,2,0,0.0,1,48
e726477,2023-05-31,2023-05,5,17,17,34,10.5846,1,19
38f02e0,2023-05-31,2023-05,1,0,1,1,0.0,1,15
31fd9c8,2023-05-31,2023-05,0,26,25,0,0.0,1,20
40f31c3,2023-06-01,2023-06,1,1,1,2,0.0,1,676
fc74a11,2023-06-01,2023-06,1,2,2,4,0.0,1,596
18e703b,2023-06-01,2023-06,2,2,2,4,2.3219,1,554
c49757a,2023-06-01,2023-06,0,1,1,0,0.0,1,69
fb20cbb,2023-06-01,2023-06,0,2,2,0,0.0,1,60
a3e4013,2023-06-01,2023-06,0,2,2,0,0.0,1,53
7dbb2f7,2023-06-06,2023-06,1,1,1,2,0.0,1,22
c9b6110,2023-06-06,2023-06,0,1,1,0,0.0,1,20
32d2f47,2023-06-06,2023-06,1,1,1,2,0.0,1,153
d614d6b,2023-06-06,2023-06,1,2,2,4,0.0,1,26
2be71d3,2023-06-07,2023-06,0,3,3,0,0.0,1,45
367e1df,2023-06-07,2023-06,2,7,1,8,2.5717,1,19
84e11a1,2023-06-07,2023-06,3,7,4,11,5.3592,1,32
ed8ddb6,2023-06-07,2023-06,4,5,4,9,6.101,1,24
9930b0f,2023-06-07,2023-06,0,12,8,0,0.0,1,33
935ee74,2023-06-07,2023-06,0,22,12,0,0.0,1,20
c8cf469,2023-06-08,2023-06,2,9,11,20,3.8709,1,28
4d6ae82,2023-06-08,2023-06,0,9,11,0,0.0,1,20
bda295d,2023-06-09,2023-06,3,39,81,120,3.8954,1,35
4be9f52,2023-06-09,2023-06,0,39,81,0,0.0,1,45
8e33b7b,2023-06-09,2023-06,2,2,2,4,2.3219,1,27
4bcd4be,2023-06-09,2023-06,0,41,83,0,0.0,1,20
a7ae372,2023-06-21,2023-06,1,1,2,3,0.0,1,49
ec2b239,2023-06-21,2023-06,0,1,2,0,0.0,1,57
aca7d56,2023-06-27,2023-06,7,17,19,36,13.1825,1,19
cc55d7b,2023-06-27,2023-06,0,18,21,0,0.0,1,20
8933d75,2023-06-27,2023-06,2,2,2,4,2.3219,1,24
7bfbcfa,2023-06-27,2023-06,0,2,2,0,0.0,1,20
d67c47b,2023-06-27,2023-06,1,0,8,8,0.0,1,46
b1bdd97,2023-06-27,2023-06,0,0,8,0,0.0,1,20
f38f3a7,2023-06-27,2023-06,2,20,5,25,1.1389,1,28
46b3288,2023-06-27,2023-06,5,21,17,38,11.7824,1,23
6b9acd5,2023-06-27,2023-06,7,10,32,42,9.8313,1,19
3c85ec9,2023-06-27,2023-06,0,51,54,0,0.0,1,38
f39c716,2023-06-27,2023-06,1,0,11,11,0.0,1,18
15a0d4a,2023-06-27,2023-06,0,51,65,0,0.0,1,20
aea13d5,2023-06-29,2023-06,1,1,1,2,0.0,1,29
09789f2,2023-06-29,2023-06,0,1,1,0,0.0,1,37
47a89da,2023-07-01,2023-07,1,2,2,4,0.0,1,596
f62580b,2023-07-01,2023-07,1,1,1,2,0.0,1,632
1fb1886,2023-07-01,2023-07,1,1,1,2,0.0,1,676
1ce4d95,2023-07-01,2023-07,2,2,2,4,2.3219,1,604
326484a,2023-07-01,2023-07,0,2,2,0,0.0,1,60
0da5788,2023-07-01,2023-07,0,1,1,0,0.0,1,53
51bf0fd,2023-07-01,2023-07,0,1,1,0,0.0,1,69
cb82568,2023-07-01,2023-07,0,2,2,0,0.0,1,49
11da927,2023-07-01,2023-07,1,1,0,1,0.0,1,44
a0db890,2023-07-03,2023-07,0,1,0,0,0.0,1,52
65bc763,2023-07-04,2023-07,1,1,1,2,0.0,1,161
f215de0,2023-07-04,2023-07,0,1,1,0,0.0,1,45
7255be9,2023-08-01,2023-08,1,3,3,6,0.0,1,357
8a72b74,2023-08-01,2023-08,0,3,3,0,0.0,1,45
180ff88,2023-08-01,2023-08,2,2,2,4,2.3219,1,554
dcc86eb,2023-08-01,2023-08,1,2,2,4,0.0,1,596
6a5277d,2023-08-01,2023-08,0,2,2,0,0.0,1,53
b138591,2023-08-01,2023-08,0,2,2,0,0.0,1,60
7d399e8,2023-08-16,2023-08,0,3,2,0,0.0,1,20
80ae10f,2023-08-16,2023-08,4,34,29,63,10.5641,1,23
17e146a,2023-08-08,2023-08,1,1,1,2,0.0,1,35
6d266f6,2023-08-16,2023-08,0,1,1,0,0.0,1,43
3237fff,2023-08-16,2023-08,0,1,1,0,0.0,1,20
c49ce2e,2023-08-16,2023-08,1,4,4,8,0.0,1,27
826514b,2023-08-16,2023-08,1,4,4,8,0.0,1,27
6d49a1e,2023-08-16,2023-08,0,0,0,0,0.0,1,20
aa6d4c3,2023-08-13,2023-08,1,10,3,13,0.0,1,31
a887e17,2023-08-16,2023-08,1,20,24,44,0.0,1,8
0273664,2023-08-16,2023-08,0,29,26,0,0.0,1,39
9e9acfb,2023-08-16,2023-08,0,29,26,0,0.0,1,20
6a12b19,2023-08-16,2023-08,2,7,1,8,2.5717,1,19
04994df,2023-08-16,2023-08,7,3,225,228,17.6353,1,22
0e0e8dd,2023-08-16,2023-08,0,3,225,0,0.0,1,30
a64588f,2023-06-10,2023-06,0,0,0,0,0.0,1,175
0ec7f71,2023-06-11,2023-06,10,1622,1353,2975,16.457,1,347
72c85e8,2023-07-15,2023-07,1,31,31,62,0.0,1,235
3f6b243,2023-07-15,2023-07,2,5,2,7,2.5894,1,233
cc80a47,2023-07-16,2023-07,1,1,1,2,0.0,1,281
80cf589,2023-08-14,2023-08,1,4,1,5,0.0,1,102
3185925,2023-08-15,2023-08,1,6,0,6,0.0,1,129
bc5dd38,2023-08-19,2023-08,1,2,0,2,0.0,1,39
1d8b53f,2023-08-20,2023-08,0,1820,1537,0,0.0,1,60
5bb3027,2023-08-21,2023-08,8,50,36,86,14.6562,1,51
90967cc,2023-08-21,2023-08,0,50,36,0,0.0,1,27
9f95502,2023-08-21,2023-08,8,50,36,86,14.6562,1,51
3205b53,2023-08-21,2023-08,2,2,2,4,2.3219,1,21
a600737,2023-08-21,2023-08,0,2,2,0,0.0,1,29
65271c1,2023-08-27,2023-08,1,0,1,1,0.0,1,108
153433f,2023-08-27,2023-08,0,1,1,0,0.0,1,43
293041a,2023-08-29,2023-08,3,23,2,25,3.7336,1,31
faef9a0,2023-08-29,2023-08,0,23,2,0,0.0,1,41
0c97a41,2023-09-01,2023-09,2,2,2,4,2.3219,1,604
98cef9f,2023-09-01,2023-09,1,1,1,2,0.0,1,676
24c6508,2023-09-01,2023-09,1,2,2,4,0.0,1,598
ecc4a38,2023-09-05,2023-09,0,2,2,0,0.0,1,49
e8076d9,2023-09-05,2023-09,0,1,1,0,0.0,1,69
8037487,2023-09-05,2023-09,0,2,2,0,0.0,1,61
b7c1290,2023-09-22,2023-09,1,1,1,2,0.0,1,42
438edcd,2023-09-24,2023-09,3,9,0,9,3.2768,1,200
3252f2b,2023-09-30,2023-09,4,5,4,9,6.101,1,19
1423251,2023-09-16,2023-09,2,2,2,4,2.3219,1,21
3652ecd,2023-10-07,2023-10,1,5,1,6,0.0,1,115
541bc8d,2023-10-07,2023-10,1,1,1,2,0.0,1,50
bb99375,2023-10-20,2023-10,1,1,1,2,0.0,1,50
beedaa4,2023-10-20,2023-10,0,1,1,0,0.0,1,58
be6ec06,2023-10-28,2023-10,1,1,1,2,0.0,1,86
7af0271,2023-10-28,2023-10,0,0,0,0,0.0,1,14
8d9519d,2023-10-28,2023-10,0,1,1,0,0.0,1,32
29f1bd2,2023-11-09,2023-11,1,2,2,4,0.0,1,24
c4bfd36,2023-11-09,2023-11,1,5,5,10,0.0,1,18
6ee5dcc,2023-11-09,2023-11,1,6,9,15,0.0,1,28
04920b3,2023-11-09,2023-11,16,201,122,323,24.3714,1,44
33d8886,2023-11-09,2023-11,1,16,7,23,0.0,1,45
2465352,2023-11-09,2023-11,0,230,145,0,0.0,1,54
4431ada,2023-11-09,2023-11,2,6,6,12,3.7004,1,2216
6edfd78,2023-11-09,2023-11,0,6,6,0,0.0,1,52
54ff9b2,2023-11-09,2023-11,26,99,128,227,32.1406,1,29
9a12f34,2023-11-09,2023-11,0,99,128,0,0.0,1,37
54e05a2,2023-11-09,2023-11,26,99,132,231,32.078,1,29
ce27dde,2023-11-15,2023-11,0,0,0,0,0.0,1,20
6277036,2023-11-09,2023-11,1,2,2,4,0.0,1,94
560383f,2023-11-09,2023-11,1,6,9,15,0.0,1,98
59fd6aa,2023-11-09,2023-11,15,201,118,319,23.8133,1,44
5308db0,2023-11-15,2023-11,1,2,2,4,0.0,1,23
258311d,2023-11-15,2023-11,0,2,2,0,0.0,1,20
66743d4,2023-11-15,2023-11,2,7,1,8,2.5717,1,19
4104f29,2023-11-13,2023-11,2,3,1,4,2.3219,1,33
b97165d,2023-11-15,2023-11,0,3,1,0,0.0,1,41
d611989,2023-11-15,2023-11,0,10,2,0,0.0,1,20
78ced00,2023-12-01,2023-12,2,3,3,6,2.578,1,1272
452b78f,2023-12-04,2023-12,1,1,1,2,0.0,1,175
b64f848,2023-12-04,2023-12,0,1,1,0,0.0,1,45
089f6a1,2023-12-04,2023-12,0,3,3,0,0.0,1,52
b55ccae,2023-12-01,2023-12,3,6,6,12,5.3995,1,1406
399aa85,2023-12-13,2023-12,0,6,6,0,0.0,1,74
1d5abfa,2023-11-24,2023-11,2,4,1,5,1.8662,1,62
05eebe3,2023-12-13,2023-12,0,4,1,0,0.0,1,50
8a66990,2023-12-05,2023-12,1,2,2,4,0.0,1,52
77f6c72,2023-12-13,2023-12,0,2,2,0,0.0,1,60
12a1c49,2023-12-13,2023-12,0,6,3,0,0.0,1,20
c275573,2023-12-13,2023-12,1,1,1,2,0.0,1,16
708d62d,2023-12-13,2023-12,0,1,1,0,0.0,1,20
63ff418,2024-01-01,2024-01,3,5,5,10,4.7427,1,1503
c2f65dd,2024-01-01,2024-01,0,5,5,0,0.0,1,74
24ec38d,2024-01-01,2024-01,1,1,1,2,0.0,1,175
8fdab74,2024-01-01,2024-01,1,1,1,2,0.0,1,101
700fc7d,2024-01-15,2024-01,2,16,1,17,2.8034,1,25
5a48a0f,2024-01-15,2024-01,0,16,1,0,0.0,1,35
7b5e176,2024-01-15,2024-01,0,2,2,0,0.0,1,45
6000e80,2023-12-14,2023-12,24,346,234,580,35.1429,1,28
08d3185,2024-01-16,2024-01,3,3,3,6,4.4496,1,23
81b3c85,2024-01-18,2024-01,3,42,48,90,6.8194,1,19
bae6ee8,2024-01-18,2024-01,0,390,284,0,0.0,1,36
5e059be,2024-01-18,2024-01,3,13,21,34,6.6148,1,23
da3a0dd,2024-01-18,2024-01,1,2,1,3,0.0,1,26
5fcc999,2024-01-18,2024-01,1,3,2,5,0.0,1,25
f622b1c,2024-01-18,2024-01,2,2,2,4,2.3219,1,21
233be7a,2024-01-18,2024-01,0,2,2,0,0.0,1,29
4df377c,2024-01-18,2024-01,0,412,297,0,0.0,1,20
a4bada5,2024-02-01,2024-02,2,3,3,6,2.578,1,1324
484a7cc,2024-02-01,2024-02,4,12,12,24,8.324,1,3002
f32dddc,2024-02-03,2024-02,0,3,3,0,0.0,1,52
94e80b3,2024-02-03,2024-02,0,12,12,0,0.0,1,74
3207af8,2024-02-03,2024-02,2,7,1,8,2.5717,1,19
ecc057d,2024-01-23,2024-01,2,4,1,5,2.5099,1,27
3435d2f,2024-02-03,2024-02,0,4,1,0,0.0,1,33
1af8f95,2024-01-26,2024-01,3,10,1,11,5.3592,1,36
d7209a9,2024-02-03,2024-02,0,10,1,0,0.0,1,44
d203059,2024-02-03,2024-02,2,2,2,4,2.3219,1,21
d5e321b,2024-02-03,2024-02,0,2,2,0,0.0,1,29
6b422a0,2024-02-03,2024-02,0,21,3,0,0.0,1,20
ad36383,2024-02-05,2024-02,1,1,1,2,0.0,1,177
b90a4f1,2024-02-12,2024-02,0,1,1,0,0.0,1,45
0e59442,2024-02-27,2024-02,1,5,3,8,0.0,1,209
98a7f9f,2024-04-06,2024-04,0,5,3,0,0.0,1,69
87d5f5b,2024-04-07,2024-04,33,377,317,688,36.9308,1,787
6ab71ed,2024-04-07,2024-04,0,355,306,0,0.0,1,20
be508c6,2024-04-07,2024-04,3,6,6,12,5.3995,1,1859
a855756,2024-04-07,2024-04,0,6,6,0,0.0,1,52
7320e31,2024-04-07,2024-04,2,7,1,8,2.5717,1,19
db46111,2024-04-07,2024-04,2,13,1,14,3.3721,1,18
b739390,2024-04-07,2024-04,0,13,1,0,0.0,1,41
adb7dd9,2024-04-07,2024-04,1,1,1,2,0.0,1,51
5fdce4c,2023-10-01,2023-10,5,54,12,66,10.4107,1,138
5e22cc9,2024-04-07,2024-04,0,54,12,0,0.0,1,58
c12a5d8,2024-04-07,2024-04,1,1,1,2,0.0,1,21
6118224,2024-04-07,2024-04,0,1,1,0,0.0,1,29
aee16df,2024-04-07,2024-04,0,75,15,0,0.0,1,20
19610a9,2024-04-07,2024-04,2,7,1,8,2.5717,1,19
346d1ab,2024-04-08,2024-04,1,0,20,20,0.0,1,219
f958b65,2024-04-08,2024-04,1,1,1,2,0.0,1,33
2c7f57a,2024-04-08,2024-04,0,1,21,0,0.0,1,20
db0fe94,2024-04-23,2024-04,1,0,6,6,0.0,1,33
ccf125b,2024-04-23,2024-04,1,1,1,2,0.0,1,17
b727818,2024-04-23,2024-04,2,7,7,14,3.3721,1,2380
f48802a,2024-04-23,2024-04,0,7,7,0,0.0,1,71
224c639,2024-04-23,2024-04,3,6,6,12,5.3995,1,1622
11c15dd,2024-04-23,2024-04,0,6,6,0,0.0,1,74
823e279,2024-05-02,2024-05,1,1,1,2,0.0,1,54
57add38,2024-05-02,2024-05,0,1,1,0,0.0,1,71
a363642,2024-05-06,2024-05,1,1,1,2,0.0,1,48
eb1182a,2024-05-06,2024-05,1,2,2,4,0.0,1,16
4f42c64,2024-05-06,2024-05,0,2,2,0,0.0,1,20
a936b0c,2024-05-06,2024-05,2,5,5,10,3.3589,1,1230
fc605b5,2024-05-06,2024-05,0,5,5,0,0.0,1,52
273123f,2024-05-06,2024-05,4,15,15,30,8.37,1,3010
860a25c,2024-05-06,2024-05,1,1,1,2,0.0,1,16
d64ecfb,2024-05-06,2024-05,0,16,16,0,0.0,1,76
4e89489,2024-05-06,2024-05,1,1,1,2,0.0,1,175
67ed369,2024-05-06,2024-05,0,1,1,0,0.0,1,45
9101439,2024-05-11,2024-05,2,2,1,3,1.8366,1,21
bea5876,2024-05-11,2024-05,0,2,1,0,0.0,1,29
255c8d6,2024-05-11,2024-05,0,2,1,0,0.0,1,20
4a1766c,2024-04-15,2024-04,1,6,0,6,0.0,1,235
a2f495b,2024-05-25,2024-05,0,6,0,0,0.0,1,52
767ad19,2024-05-21,2024-05,1,4,4,8,0.0,1,81
bb16048,2024-05-25,2024-05,0,4,4,0,0.0,1,49
c7da8c2,2024-05-19,2024-05,1,1,1,2,0.0,1,45
6d126e1,2024-05-25,2024-05,0,1,1,0,0.0,1,53
f567ab9,2024-06-01,2024-06,3,6,6,12,5.3995,1,1559
422e05e,2024-06-01,2024-06,0,6,6,0,0.0,1,74
e3535f9,2024-06-01,2024-06,2,3,3,6,2.578,1,736
0d2100e,2024-06-01,2024-06,0,3,3,0,0.0,1,77
07c8f19,2024-06-03,2024-06,1,1,1,2,0.0,1,175
0ce2727,2024-06-03,2024-06,0,1,1,0,0.0,1,45
d718ecf,2024-06-05,2024-06,4,14,2,16,6.1378,1,335
e165f3a,2024-07-01,2024-07,3,10,10,20,5.9778,1,2438
7621b3d,2024-07-01,2024-07,2,5,5,10,3.3589,1,1243
088b58d,2024-07-01,2024-07,0,5,5,0,0.0,1,52
926ab92,2024-07-01,2024-07,0,10,10,0,0.0,1,74
3d35727,2024-07-02,2024-07,1,1,1,2,0.0,1,175
66af0e5,2024-07-02,2024-07,0,1,1,0,0.0,1,45
321bd74,2024-07-09,2024-07,1,1,1,2,0.0,1,39
5353f30,2024-07-10,2024-07,0,1,1,0,0.0,1,27
28d5a4d,2024-07-10,2024-07,4,81,53,134,11.9743,1,91
a8956fe,2024-07-10,2024-07,0,81,53,0,0.0,1,47
4fe0aeb,2024-08-01,2024-08,2,6,6,12,3.3981,1,1683
a791997,2024-08-03,2024-08,0,6,6,0,0.0,1,52
326ad3f,2024-08-05,2024-08,1,1,1,2,0.0,1,175
8a6cdf1,2024-08-06,2024-08,0,1,1,0,0.0,1,45
0f2ae2b,2024-08-23,2024-08,2,24,9,33,3.1218,1,14
29a94bd,2024-08-23,2024-08,9,79,85,164,17.4853,1,23
2d31dce,2024-08-23,2024-08,1,0,24,24,0.0,1,17
176fdfa,2024-08-23,2024-08,2,14,2,16,2.2218,1,17
2c5d652,2024-08-23,2024-08,1,0,1,1,0.0,1,20
4e6384d,2024-08-23,2024-08,0,112,104,0,0.0,1,20
40b78fa,2024-08-23,2024-08,6,81,24,105,13.9426,1,30
eeb5f95,2024-08-23,2024-08,0,81,24,0,0.0,1,20
c77b099,2024-08-23,2024-08,6,23,81,104,13.651,1,33
7e53070,2024-08-23,2024-08,0,23,81,0,0.0,1,20
f93dd6e,2024-08-23,2024-08,1,0,2,2,0.0,1,27
db49548,2024-09-01,2024-09,1,15,0,15,0.0,1,84
111e5bd,2024-09-01,2024-09,0,0,0,0,0.0,1,84
2fec0b2,2024-09-01,2024-09,1,1,0,1,0.0,1,84
e63ead4,2024-09-22,2024-09,1,1,1,2,0.0,1,25
b337d21,2024-10-18,2024-10,9,67,56,123,17.8406,1,23
bca1804,2024-10-18,2024-10,0,67,56,0,0.0,1,20
c5a5576,2024-10-18,2024-10,1,3,0,3,0.0,1,18
52c060f,2024-10-18,2024-10,0,1,1,0,0.0,1,33
dffe303,2024-10-18,2024-10,1,1,1,2,0.0,1,17
52ccd66,2024-10-18,2024-10,2,2,2,4,2.3219,1,35
d273f87,2024-10-18,2024-10,0,2,2,0,0.0,1,43
74721b4,2024-10-22,2024-10,1,1,1,2,0.0,1,84
68150d4,2024-10-22,2024-10,0,1,1,0,0.0,1,78
9b55493,2024-10-23,2024-10,0,3,3,0,0.0,1,20
8f2bc00,2024-10-24,2024-10,6,15,15,30,11.5577,1,23
96800fb,2024-10-24,2024-10,1,3,11,14,0.0,1,28
2778b7c,2024-10-24,2024-10,0,19,27,0,0.0,1,21
5e8cb74,2024-10-24,2024-10,1,1,1,2,0.0,1,28
9e831e9,2024-08-06,2024-08,10,22,19,41,16.5301,1,23
e8b91cd,2024-10-24,2024-10,0,22,19,0,0.0,1,31
1d610e4,2024-10-31,2024-10,12,25,42,67,18.0653,1,27
99ce7ed,2024-10-31,2024-10,0,25,42,0,0.0,1,35
227838c,2024-10-31,2024-10,2,3,4,7,2.5894,1,53
39e7208,2024-10-31,2024-10,6,57,56,113,5.7402,1,23
8f37c82,2024-10-31,2024-10,5,13,11,24,9.872,1,23
62c56e0,2024-10-31,2024-10,0,76,74,0,0.0,1,35
c7a5388,2024-11-01,2024-11,7,231,33,264,18.4667,1,30
6f2014d,2024-11-01,2024-11,0,231,33,0,0.0,1,38
9efc1eb,2024-06-09,2024-06,5,34,0,34,8.8523,1,91
ce08bc7,2024-11-01,2024-11,0,34,0,0,0.0,1,45
df201ed,2024-11-01,2024-11,1,1,1,2,0.0,1,19
8aa161a,2024-11-01,2024-11,2,14,0,14,3.3721,1,29
a9b99b3,2024-11-01,2024-11,3,6,4,10,5.4346,1,31
c62b03b,2024-11-01,2024-11,0,21,5,0,0.0,1,66
98ae718,2024-11-01,2024-11,1,1,1,2,0.0,1,16
6c44dd4,2024-11-06,2024-11,1,2,1,3,0.0,1,183
2c31603,2024-11-07,2024-11,3,90,47,137,5.7951,1,26
7522c4b,2024-11-07,2024-11,0,90,47,0,0.0,1,34
e13373f,2024-11-08,2024-11,6,55,7,62,12.5617,1,26
a20bcff,2024-11-08,2024-11,0,55,7,0,0.0,1,34
470e2b8,2024-11-08,2024-11,4,4,4,8,6.3399,1,26
07c7d57,2024-11-08,2024-11,0,4,4,0,0.0,1,34
4995a77,2024-11-10,2024-11,5,98,43,141,14.5282,1,37
10bdf61,2024-11-12,2024-11,0,98,43,0,0.0,1,105
4f7156f,2024-11-12,2024-11,4,40,0,40,9.1912,1,33
7b21d43,2024-11-12,2024-11,0,40,0,0,0.0,1,51
f49dbfd,2024-11-13,2024-11,1,7,5,12,0.0,1,29
2eab96a,2024-11-13,2024-11,0,7,5,0,0.0,1,37
22c48a7,2024-11-13,2024-11,0,23,6,0,0.0,1,44
6748a09,2024-11-13,2024-11,7,11,11,22,12.0487,1,23
70602a1,2024-11-13,2024-11,1,0,4,4,0.0,1,16
ab81496,2024-11-13,2024-11,2,3,3,6,2.578,1,21
bc09840,2024-11-13,2024-11,0,3,3,0,0.0,1,29
18ffe1e,2024-11-20,2024-11,1,3,0,3,0.0,1,27
4fec712,2024-11-23,2024-11,2,7,1,8,2.5717,1,19
d22bfcd,2024-11-23,2024-11,2,2,21,23,1.9542,1,33
d5b7a05,2024-11-23,2024-11,0,2,21,0,0.0,1,41
dcbe86b,2024-11-23,2024-11,2,7,1,8,2.5717,1,19
b394a99,2024-11-23,2024-11,1,1,1,2,0.0,1,32
ea08f15,2024-11-23,2024-11,0,1,1,0,0.0,1,40
54c3f87,2024-11-23,2024-11,2,4,1,5,2.5099,1,37
f2674c5,2024-11-23,2024-11,0,4,1,0,0.0,1,45
6b054f8,2024-11-23,2024-11,0,13,1,0,0.0,1,21
75a8327,2024-11-27,2024-11,1,1,1,2,0.0,1,22
410e5ab,2024-11-18,2024-11,2,6,0,6,2.8074,1,36
