month,entropy,commit_count,avg_insertions,avg_deletions,month_str,is_release,repo,entropy_lag1,entropy_lag2,entropy_delta,commit_delta,churn_ratio,entropy_rolling3
2020-12,7.252148306766809,287.0,27.445993031358885,23.825783972125436,2020-12,1,rails,7.589966900858011,8.132696756648526,-0.3378185940912015,4.0,0.53530411144046,7.658270654757782
2021-01,3.779187875377518,277.0,151.35740072202165,78.28880866425993,2021-01,1,rails,7.252148306766809,7.589966900858011,-3.4729604313892914,-10.0,0.6590894799694622,6.207101027667446
2021-02,6.699103649935442,330.0,41.339393939393936,17.10909090909091,2021-02,1,rails,3.779187875377518,7.252148306766809,2.9199157745579245,53.0,0.7072791372753318,5.910146610693256
2021-03,7.023540511980639,243.0,25.86008230452675,14.588477366255145,2021-03,1,rails,6.699103649935442,3.779187875377518,0.3244368620451965,-87.0,0.6393325872260294,5.8339440124312
2021-04,7.772444867510338,446.0,45.2914798206278,15.81390134529148,2021-04,1,rails,7.023540511980639,6.699103649935442,0.7489043555296995,203.0,0.7412028033489679,7.165029676475473
2021-05,7.6655204969650566,290.0,27.351724137931033,7.151724137931034,2021-05,1,rails,7.772444867510338,7.023540511980639,-0.10692437054528181,-156.0,0.7927243653577963,7.487168625485345
2021-06,7.7224021863217756,425.0,31.988235294117647,11.527058823529412,2021-06,1,rails,7.6655204969650566,7.772444867510338,0.056881689356719,135.0,0.7351032767215087,7.720122516932391
2021-07,6.46127692177528,278.0,44.49640287769784,19.381294964028775,2021-07,0,rails,7.7224021863217756,7.6655204969650566,-1.2611252645464957,-147.0,0.6965874535311606,7.283066535020704
2021-08,7.632376112924636,328.0,51.7530487804878,26.871951219512194,2021-08,0,rails,6.46127692177528,7.7224021863217756,1.1710991911493558,50.0,0.6582263755781186,7.272018407007231
2021-09,4.24166781908003,233.0,181.92274678111588,117.09442060085837,2021-09,0,rails,7.632376112924636,6.46127692177528,-3.3907082938446056,-95.0,0.6084023481772652,6.111773617926648
